0.458999238,0.386880489,0.455782264,0.389203806,0.343460489,0.368231291,0
0.461578506,0.455150823,0.381115578,0.454307295,0.332909159,0.260351293,1
0.454840405,0.404464432,0.455957236,0.456031948,0.54555051,0.528776354,0
0.522192016,0.46103913,0.398048799,0.455292053,0.454193057,0.341840915,1
0.456109553,0.453161543,0.454885232,0.457606212,0.459106246,0.458009178,0
0.457325679,0.45489198,0.458156192,0.453738998,0.453855164,0.388022867,1
0.457745033,0.453604034,0.45668508,0.378122259,0.458234279,0.368636184,0
0.453935178,0.453300363,0.455521493,0.46060869,0.460752331,0.453573184,0
0.455738882,0.454267288,0.456490827,0.457021045,0.456241143,0.46038889,0
0.329814617,0.457024419,0.454553123,0.454314525,0.45324204,0.459286038,1
0.4569338,0.452595174,0.457031167,0.455976034,0.458384186,0.638232544,1
0.454888124,0.453276745,0.456478777,0.459021411,0.457878551,0.453377004,0
0.375567574,0.454462986,0.457324715,0.312351178,0.455834803,0.278990851,1
0.458718705,0.40652264,0.455945185,0.547064041,0.454989829,0.575204134,0
0.565655397,0.452234144,0.453167327,0.519458985,0.393503389,0.325674099,1
0.458695086,0.401557876,0.456047855,0.382363999,0.46091477,0.373437063,0
0.455616932,0.452587462,0.456405028,0.403418457,0.461060339,0.554188237,0
0.46049879,0.457573435,0.452465512,0.453241075,0.599242271,0.46134762,1
0.455230355,0.454281748,0.460616402,0.532483057,0.459345326,0.532627662,1
0.459994601,0.458073286,0.454392612,0.457136729,0.458902353,0.30549209,1
0.45923639,0.459342916,0.455394241,0.461267124,0.398400671,0.280195891,1
0.458403467,0.405693573,0.456122085,0.538797467,0.452323317,0.51717905,0
0.532675864,0.405992423,0.383067743,0.456971397,0.458797274,0.609509211,1
0.461191447,0.458415517,0.405708033,0.456302841,0.455025017,0.260953813,1
0.45453336,0.456187157,0.456984894,0.458572172,0.461167828,0.396597931,1
0.35856687,0.456581446,0.455254938,0.517280273,0.513067453,0.56605547,1
0.457859753,0.459409434,0.45622379,0.460105465,0.461188555,0.521859425,1
0.583615313,0.369257985,0.358499388,0.460325746,0.460963936,0.644580694,1
0.455576925,0.452249087,0.455829501,0.534917238,0.45844733,0.375673617,0
0.461403534,0.460122818,0.453224687,0.406773289,0.398212685,0.514079687,1
0.458520115,0.45542991,0.455170585,0.461198195,0.375234983,0.402941262,1
0.453417011,0.460781252,0.455381708,0.385834514,0.458931274,0.453469069,1
0.454573368,0.455874329,0.456979109,0.458790525,0.456311517,0.458311402,1
0.348063742,0.459081663,0.454859685,0.312934417,0.457699723,0.314968524,1
0.454749303,0.454917527,0.458522525,0.54555051,0.454090388,0.460534459,1
0.460225969,0.4569338,0.407693939,0.453096953,0.53891315,0.517232071,1
0.459046476,0.406339474,0.455484378,0.453026578,0.408257898,0.397210091,0
0.318005225,0.455662724,0.457622119,0.596933414,0.459792637,0.52202813,1
0.455726832,0.452189799,0.456727015,0.454443223,0.461651772,0.550086281,0
0.455900358,0.406127387,0.455796242,0.455828055,0.456010257,0.458184149,0
0.457408104,0.405934581,0.456093646,0.532111905,0.456242107,0.56452266,0
0.457527162,0.461267606,0.457883371,0.522124534,0.669153869,0.460233681,1
0.457513183,0.452744117,0.455735026,0.517395957,0.457927235,0.461032382,0
0.455358572,0.405857458,0.455836732,0.391565684,0.532815648,0.5114527,0
0.532974713,0.456803656,0.388316897,0.458244883,0.287498433,0.303939999,1
0.457134319,0.461317253,0.454922347,0.378729599,0.457708882,0.345754885,1
0.45882041,0.458729791,0.454008927,0.452424058,0.456888008,0.322025238,1
0.455881077,0.397923475,0.454798951,0.456549633,0.455035621,0.457630795,0
0.454778706,0.405365802,0.455750451,0.541959491,0.45881077,0.330846131,0
0.455670918,0.460810654,0.456059423,0.454775332,0.523310293,0.460079918,1
0.455484378,0.397431819,0.456217524,0.385762212,0.513949543,0.51898661,0
0.454252345,0.455343147,0.457737321,0.313696002,0.395812245,0.347032228,1
0.455923012,0.400270893,0.455722976,0.38540552,0.456049783,0.53919754,0
0.321321495,0.455368694,0.457996645,0.610545546,0.551194918,0.550380311,1
0.608824749,0.455176852,0.363517174,0.458653151,0.452662656,0.323693014,1
0.458226085,0.392120003,0.456447928,0.398897147,0.458754856,0.325871726,0
0.293485072,0.458741842,0.528255777,0.632472453,0.197072235,0.550442973,1
0.391204172,0.455712853,0.456867764,0.549975417,0.455401471,0.527200162,1
0.373538287,0.456278258,0.456942476,0.541356971,0.460319962,0.459552593,1
0.453618012,0.455940365,0.457514629,0.511992558,0.46002304,0.454801361,1
0.454853901,0.401866366,0.455540774,0.453460875,0.45578371,0.460298271,0
0.458112329,0.402367663,0.455801544,0.405794796,0.382330258,0.452403814,0
0.457514147,0.452981751,0.456085452,0.512291408,0.459172764,0.459879882,0
0.457442327,0.453163471,0.456070991,0.51930474,0.459083109,0.461479693,0
0.456997908,0.459974839,0.45639828,0.455249154,0.460903684,0.340746739,1
0.458726417,0.453893243,0.458437208,0.456110035,0.456420453,0.454677965,1
0.455987603,0.45802894,0.455922048,0.460336833,0.459413772,0.573709884,1
0.455211075,0.453787682,0.456226682,0.458566388,0.454464914,0.456408403,0
0.454823052,0.453817567,0.457851558,0.313879168,0.456951153,0.374516779,1
0.455877221,0.453913006,0.456428165,0.37604477,0.460653035,0.536917604,0
0.350334037,0.456954527,0.456360683,0.394501162,0.521078559,0.453511486,1
0.37214526,0.455825645,0.456478777,0.555422198,0.393792598,0.512918028,1
0.583422506,0.514879833,0.457327125,0.543704389,0.458682554,0.206842699,1
0.458980922,0.405862278,0.455971214,0.458571208,0.459788781,0.524336987,0
0.454666879,0.380696224,0.454834138,0.566460364,0.582130703,0.332354841,0
0.457821673,0.394337276,0.455783228,0.380676943,0.455934099,0.398309088,0
0.458471913,0.453823351,0.456808958,0.452255835,0.453271442,0.333371895,0
0.45747414,0.459382441,0.456502878,0.508777511,0.453896135,0.556072919,1
0.454697246,0.401789243,0.456290791,0.401866366,0.570147786,0.522110073,0
0.45470544,0.395320589,0.455493054,0.520341075,0.452717606,0.315214353,0
0.458289711,0.399181537,0.455543666,0.401649459,0.390476328,0.454160762,0
0.455911444,0.452245712,0.455892163,0.531215355,0.457739249,0.38632135,0
0.456578554,0.452232216,0.456532281,0.380913131,0.454410446,0.461276764,0
0.456497575,0.452400922,0.456103768,0.344949919,0.455002844,0.506666281,0
0.455160945,0.404435511,0.455323385,0.559196383,0.458396236,0.346540571,0
0.459497643,0.453666214,0.455509925,0.458563014,0.457534392,0.46006835,0
0.315291475,0.455740328,0.455315672,0.350681089,0.395576057,0.401842265,1
0.456735209,0.454858239,0.454466842,0.508951037,0.456734727,0.356359237,1
0.45500188,0.452700254,0.456415633,0.457676105,0.456307661,0.400304634,0
0.455338327,0.452751347,0.455904696,0.456423827,0.457210959,0.456611331,0
0.453552458,0.454874628,0.457439917,0.367378122,0.406243071,0.299958547,1
0.456068099,0.400160029,0.455089607,0.369595396,0.454713634,0.547970231,0
0.359145289,0.460960561,0.457241326,0.597825144,0.565260144,0.671573589,1
0.455614522,0.402251979,0.455916264,0.506348151,0.454282712,0.453436292,0
0.301775747,0.459500535,0.457049002,0.318574004,0.396371384,0.452578786,1
0.456167877,0.453440148,0.456538547,0.40078183,0.45749101,0.566233816,0
0.455840588,0.454283676,0.456217042,0.452983197,0.378247583,0.461037202,0
0.459064793,0.393517849,0.45603725,0.453645969,0.35463844,0.383429255,0
0.460982252,0.404199323,0.45399061,0.457872285,0.530053697,0.349982165,1
0.458774619,0.399335782,0.456336582,0.454577706,0.372781521,0.408436244,0
0.459485593,0.400266073,0.454876556,0.459186743,0.458206322,0.46099141,0
0.321586604,0.454746893,0.453865768,0.346526111,0.37695096,0.394043246,1
0.455652119,0.453298917,0.456970433,0.453053089,0.460718107,0.536830841,0
0.454496727,0.454953678,0.455270845,0.458829087,0.458870058,0.457118894,1
0.456144258,0.460718589,0.456282596,0.45813884,0.45313455,0.334586575,1
0.454943074,0.45380166,0.456974771,0.377432976,0.456111963,0.298710125,1
