-0.3221,-0.6156,0.4113,0.7413,-0.6356,0.6976
-0.2578,-12.609,-0.2475,11.639,0.7728,-12.731
-0.1377,-0.9309,-0.3266,0.9485,-27.976,-0.5689
0.3793,0.9106,-0.4256,-0.4957,0.0348,10.299
0.7869,-0.2243,-10.914,-13.27,27.64,10.83
-0.3429,0.4014,-0.0054,14.498,-0.4747,25.446
0.1645,-0.3648,-0.1876,13.746,0.7523,0.1428
-0.239,-0.9768,-0.3263,0.9761,-12.795,-0.6574
-0.465,-0.6605,-0.2316,13.544,25.9,-0.8228
-0.2949,-11.573,-0.1557,0.6936,-0.4591,-0.7819
0.4888,-0.7077,-0.3503,0.4169,-0.5376,10.86
0.3167,-10.845,-0.1255,17.141,-27.906,18.936
-0.2416,-0.5511,-0.0611,-0.6118,-0.5223,0.3655
-0.383,-0.9933,-0.2366,14.503,-0.4504,-20.563
-0.1341,-0.5664,0.2699,0.9226,-0.1037,-0.5989
-0.2672,-13.35,-0.2162,-18.669,-0.8162,13.99
12.881,-0.902,-16.723,-0.5335,31.037,14.918
10.772,-12.075,-20.887,18.96,20.403,20.087
0.4385,-0.8606,-0.0812,-19.56,0.9143,-23.463
0.3353,-10.614,-0.0996,-0.3697,0.591,-0.1098
-0.8311,0.8231,-0.2459,-16.488,-0.0104,-10.457
0.3233,-0.7601,0.003,-0.79,0.2946,-22.482
-0.2722,-0.7772,-0.0938,-11.317,-0.5534,15.759
-10.86,0.7234,-0.059,-17.739,0.567,-0.5761
-0.658,-0.4261,-0.0943,12.334,10.973,-0.4145
0.1744,-0.8575,-0.0306,-15.596,-0.6481,-19.754
-0.3572,10.598,-0.4366,-17.009,24.628,-94.8
-0.3427,-0.615,-0.1501,-0.0798,-0.564,-0.022
-14.829,0.4733,-0.1271,-24.829,0.4552,-14.936
-0.4642,-0.7604,-0.2652,0.8125,17.995,-0.5172
-13.855,0.5301,-0.3403,-18.44,-20.918,-12.928
-0.2583,-0.685,-0.1723,0.1542,-0.124,-0.2968
-0.1556,-0.5913,-0.1221,-0.5025,-14.316,0.3563
-0.1996,-0.8195,-0.2667,-0.805,-38.075,-0.6439
-0.4433,-0.7917,-0.2351,0.1524,-0.2588,-15.309
0.1427,-0.4684,0.2252,-12.361,-0.3013,-15.699
11.287,-0.3988,-14.397,0.5397,-22.89,20.531
0.2326,-12.478,-0.2638,-17.928,-11.297,-0.3281
-26.873,-0.9214,-13.119,-16.513,-18.093,-24.015
-0.2734,-0.33,0.1612,0.6217,-0.0144,-0.4047
-11.857,0.7237,-0.3122,-18.425,0.3953,-11.683
16.944,0.1911,-24.067,0.1017,-15.957,-31.122
-0.3254,-10.577,-0.1976,-16.521,-0.9032,15.514
-0.5323,-11.754,-0.1865,-13.401,0.3754,14.872
0.3767,-0.8556,-0.4731,0.5626,0.3819,0.4892
-0.0706,0.2874,-0.0527,18.048,-0.4914,26.498
-19.147,-0.0837,-0.8132,12.539,30.123,28.714
0.3227,-0.9196,-0.0992,0.3702,0.9782,10.672
-0.4264,-0.4866,0.684,0.7873,-0.2788,-0.8085
0.8275,0.2886,-0.72,0.2452,0.8857,-28.823
-21.464,-0.3925,-0.4359,-14.849,-0.3441,-47.417
0.3459,-0.8777,-0.192,0.4797,0.8546,10.096
0.4143,-11.69,-0.2907,-0.3775,-0.0846,0.4134
0.6928,-0.174,-11.763,0.1827,23.903,10.642
-0.7251,-15.453,-0.1406,0.0323,33.339,29.107
0.6745,0.2157,-0.419,-0.4009,-0.5169,-27.8
-11.525,0.6784,-0.239,-14.584,0.4091,-14.031
0.2307,-0.9526,-0.3391,11.607,-0.8259,12.519
-22.471,0.326,-0.0791,-27.717,-14.337,-11.938
-0.5463,-10.597,-0.3719,17.131,-0.3537,-31.692
-15.432,0.8309,-0.4029,29.787,22.361,29.08
-0.4417,-0.6814,-0.4006,0.5967,14.73,-0.1464
0.3371,-0.8025,-0.0637,-0.2914,0.8172,0.0957
0.101,-0.3978,0.2554,0.2241,-0.7656,-30.843
0.4399,-0.8585,-0.3054,20.956,-0.8558,22.089
0.185,-0.746,-0.2631,0.6773,12.569,0.3331
-0.3716,-12.062,-0.2348,-11.09,12.535,0.8633
-0.2816,-0.5096,0.1772,12.153,-13.652,11.582
0.3456,-11.841,-0.2714,0.4217,-0.6241,-0.0879
0.0894,0.6118,-0.1987,-10.765,17.941,-15.302
