0.3312,-0.9509,-0.0099,-11.616,-0.2698,-15.183,0
-0.2582,0.5651,-0.0979,18.338,0.9957,13.008,1
-0.2705,-10.71,-0.2121,-15.294,-11.172,18.052,0
-0.3438,-11.505,-0.1219,-16.517,-0.0691,23.192,0
32.183,-13.673,-16.99,0.1152,-29.76,-35.892,1
-0.2578,-0.716,-0.1073,-0.6751,-0.3693,0.8472,0
-0.0167,-0.4627,0.072,-17.8,-0.4281,-12.633,1
0.4933,-0.1638,-10.161,-0.4292,35.875,14.194,1
-0.2256,-0.4703,-0.109,-0.6595,-0.9888,0.4076,0
0.5609,-0.9336,-0.9102,-0.1029,-0.3137,-19.344,1
-0.2981,-10.145,-0.1849,0.2665,-11.382,-10.161,0
-0.4891,-14.173,-0.306,0.9787,0.785,-28.241,0
-0.1161,0.6867,-0.2169,0.2845,32.449,0.6524,1
0.4368,-0.7179,-0.2062,0.0069,0.8997,-0.0634,0
0.0365,0.9948,-0.0531,-10.556,0.1165,-0.3006,1
-33.305,0.7845,0.6684,-22.163,10.866,-31.25,1
0.2651,0.3624,-0.3909,-0.9454,-0.2656,-32.806,1
0.2723,-0.8468,-0.0946,-10.746,0.0872,-18.066,0
-30.945,-0.17,-11.286,-14.649,-19.393,-16.422,1
0.3633,-0.5113,-0.5969,10.212,-0.2541,-0.491,1
-0.2258,-0.8585,0.2708,-21.316,-0.4841,-25.078,1
-0.3528,-0.6984,-0.3784,0.5886,-11.021,-10.117,0
0.4114,-11.882,-0.2843,-13.048,-16.146,-14.293,0
0.6057,-0.6491,-0.4645,0.5414,-14.445,0.4601,0
-0.1298,0.7859,-0.0954,-0.9177,0.339,0.0134,1
-0.3977,-10.606,-0.315,0.7948,13.593,-0.5738,0
-0.2835,-12.661,-0.3565,-10.85,-0.5629,0.5139,0
-0.2743,-0.5901,0.2306,0.6399,-0.4156,-14.24,1
-0.4216,-0.6194,-0.1011,-0.3592,-24.73,0.3638,0
-29.78,-0.3384,0.4266,47.143,-0.1152,21.425,1
0.2187,-0.9284,-0.1645,-18.842,0.4051,-28.207,0
0.3597,-0.5404,-0.2635,-0.3536,-0.1405,18.232,1
-0.3396,-11.919,-0.1595,-13.634,0.8205,14.185,0
0.456,-13.764,-0.237,16.994,-20.615,40.854,0
0.5125,-0.7968,-0.9186,-0.3572,0.7477,-11.88,1
0.2965,-12.219,-0.3591,-10.567,-15.805,-0.8601,0
-10.633,0.4356,-0.0674,-11.656,-0.2692,-0.2129,1
0.457,-10.37,-0.1557,16.683,0.4012,19.598,0
0.8433,-0.6913,-14.817,-11.632,25.634,16.09,1
-0.3707,-0.7759,-0.2249,0.5887,-0.7683,-0.6262,0
0.6365,-0.918,-0.9447,0.3291,-10.598,-19.652,1
16.185,-10.589,-17.559,-0.0164,-13.141,-31.984,1
0.265,-0.7259,-0.009,-0.0139,0.048,0.1902,0
-0.1387,-0.9075,-0.1062,-14.865,0.6538,19.409,0
0.8416,-0.3777,-10.556,-0.3808,18.745,17.413,1
0.0139,0.1864,-0.4581,0.367,11.21,-0.2124,1
-0.5409,-12.469,-0.2926,18.875,-0.3838,-29.145,0
-0.4609,-10.663,-0.2849,11.676,0.5517,-19.68,0
-0.218,-0.7752,-0.0404,-13.101,0.3184,18.391,0
0.2088,-0.9538,-0.3615,11.77,13.598,16.581,0
0.1962,-0.6851,-0.6588,15.429,0.2535,0.2816,0
0.5188,-12.54,-0.249,-0.249,0.0423,0.569,0
0.3209,-0.6214,0.0302,0.2484,22.043,0.2654,1
-0.9935,0.4215,-0.6932,0.7138,-25.245,30.972,1
-0.3837,-14.262,-0.4665,-0.994,-0.4746,0.6174,0
-0.2488,-0.6654,-0.1019,-10.789,0.4459,15.462,0
0.0519,0.58,-0.2295,0.4772,10.632,13.582,1
